Timestamp,"PM1.0 (µg/m³)","PM2.5 (µg/m³)","PM4.0 (µg/m³)","PM10.0 (µg/m³)","Humidity (%)","Temperature (°C)"
27/03/2021 09:55:36,4.47,4.93,5.55,6.48,45.09,15.95
27/03/2021 09:55:41,4.97,5.34,6.55,7.75,56.82,27.47
27/03/2021 09:55:46,4.98,5.06,5.67,7.07,40.77,23.98
27/03/2021 09:55:51,4.37,4.84,5.61,7.03,58.04,16.72
27/03/2021 09:55:56,4.52,4.57,5.09,6.35,49.23,16.41
27/03/2021 09:55:57,4.07,4.37,5.5,6.26,52.74,28.64
27/03/2021 09:55:58,3.83,4.19,4.96,5.92,53.19,25.04
27/03/2021 09:56:03,3.68,3.7,4.49,5.47,57.9,27.44
27/03/2021 09:56:04,3.45,3.48,3.87,4.6,52.73,28.18
27/03/2021 09:56:05,3.45,3.35,4.21,4.41,52.28,23.58
27/03/2021 09:56:06,3.26,3.21,3.68,4.4,41.33,22.76
27/03/2021 09:56:13,3.14,3.04,3.97,4.1,50.37,21.46
27/03/2021 09:56:14,2.76,2.91,3.34,4.57,43.0,19.75
27/03/2021 09:56:18,2.84,3.06,3.5,4.18,54.75,21.52
27/03/2021 09:56:24,3.35,3.31,3.67,5.18,50.24,26.61
27/03/2021 09:56:26,3.28,3.2,3.85,4.46,53.6,24.03
27/03/2021 09:56:33,3.2,3.0,3.7,4.06,40.83,28.39
27/03/2021 09:56:39,2.47,2.51,2.81,3.97,41.7,21.65
27/03/2021 09:56:42,2.12,2.15,2.91,3.39,54.33,24.11
27/03/2021 09:56:49,2.2,2.01,2.53,3.06,41.44,24.47
27/03/2021 09:56:52,1.75,1.76,2.3,2.79,41.43,23.88
27/03/2021 09:56:58,2.48,2.24,2.77,3.56,40.24,25.54
27/03/2021 09:57:00,2.81,2.64,3.18,3.64,59.13,18.56
27/03/2021 09:57:06,2.8,2.87,3.55,4.63,54.75,22.69
27/03/2021 09:57:11,3.14,3.07,3.49,4.87,47.07,16.56
27/03/2021 09:57:18,3.38,3.34,3.8,4.93,45.93,20.77
27/03/2021 09:57:23,3.49,3.82,4.81,5.15,46.99,22.32
27/03/2021 09:57:27,4.32,4.3,5.39,6.2,55.49,24.78
27/03/2021 09:57:29,4.4,4.61,5.33,6.06,53.23,29.26
27/03/2021 09:57:31,4.79,4.86,5.54,6.35,43.7,24.01
27/03/2021 09:57:32,4.93,5.3,6.28,7.12,43.48,26.15
27/03/2021 09:57:37,5.57,5.69,6.55,7.81,41.97,22.59
27/03/2021 09:57:41,5.14,5.5,6.07,7.93,53.21,24.51
27/03/2021 09:57:46,5.11,5.67,6.35,8.03,55.29,16.06
27/03/2021 09:57:51,5.11,5.18,6.2,7.4,45.3,18.82
27/03/2021 09:57:53,4.33,4.76,5.7,6.57,40.42,20.43
27/03/2021 09:58:00,4.2,4.49,4.96,6.15,41.64,22.09
27/03/2021 09:58:01,4.11,4.04,4.6,5.59,59.36,15.68
27/03/2021 09:58:06,3.82,3.72,4.25,5.72,45.91,17.1
27/03/2021 09:58:07,3.41,3.47,4.29,4.55,55.38,19.15
27/03/2021 09:58:11,3.56,3.6,3.97,5.46,52.49,29.57
27/03/2021 09:58:14,3.62,3.77,4.22,5.42,47.64,19.97
27/03/2021 09:58:20,3.7,3.95,4.9,5.53,44.11,22.23
27/03/2021 09:58:24,3.86,4.11,4.65,6.0,42.43,17.94
27/03/2021 09:58:26,3.83,3.88,4.72,5.48,52.3,24.16
27/03/2021 09:58:33,4.3,4.36,4.96,6.45,55.49,19.21
27/03/2021 09:58:34,3.9,3.89,4.35,5.87,52.88,18.1
27/03/2021 09:58:39,4.2,4.23,4.82,5.88,50.61,22.75
27/03/2021 09:58:43,3.53,3.87,4.76,5.28,40.84,15.08
27/03/2021 09:58:49,3.41,3.51,4.46,5.1,59.37,15.11
27/03/2021 09:58:50,3.3,3.63,4.57,5.54,55.97,18.29
27/03/2021 09:58:57,3.23,3.28,3.89,4.45,45.86,15.55
27/03/2021 09:59:00,2.82,2.89,3.65,4.32,59.6,16.62
27/03/2021 09:59:07,2.61,2.41,2.79,3.7,52.04,20.08
27/03/2021 09:59:09,2.21,2.26,2.69,3.6,51.65,27.04
27/03/2021 09:59:16,2.19,2.37,3.23,3.2,54.96,23.58
27/03/2021 09:59:19,2.37,2.55,2.81,3.96,56.24,22.69
27/03/2021 09:59:25,3.04,2.95,3.3,4.65,53.13,19.4
27/03/2021 09:59:26,3.35,3.38,3.86,4.56,42.56,28.98
27/03/2021 09:59:32,3.35,3.67,4.06,4.98,46.77,20.96
27/03/2021 09:59:37,3.49,3.83,4.34,5.85,58.56,16.31
27/03/2021 09:59:40,3.56,3.57,4.34,4.8,44.49,24.26
27/03/2021 09:59:46,2.98,3.27,3.89,5.02,47.44,16.71
27/03/2021 09:59:48,3.77,3.73,4.73,5.29,48.64,20.18
27/03/2021 09:59:54,3.96,4.01,4.98,5.44,48.79,22.61
27/03/2021 09:59:59,3.26,3.58,4.18,5.44,52.26,28.11
27/03/2021 10:00:05,3.63,3.99,4.57,5.59,58.86,22.4
27/03/2021 10:00:08,4.33,4.26,4.95,6.0,44.81,25.53
27/03/2021 10:00:14,3.82,4.04,4.86,5.58,42.43,29.89
27/03/2021 10:00:18,3.38,3.55,4.09,5.15,43.95,16.97
27/03/2021 10:00:24,4.03,4.03,4.87,5.39,57.74,19.12
27/03/2021 10:00:28,4.29,4.24,4.95,5.86,52.92,20.92
27/03/2021 10:00:35,4.72,4.7,5.56,6.98,45.72,21.33
27/03/2021 10:00:39,4.97,5.1,5.92,6.86,56.32,21.17
27/03/2021 10:00:44,5.07,5.42,6.17,7.64,57.23,28.61
27/03/2021 10:00:45,5.18,5.71,6.94,7.72,56.93,25.71
27/03/2021 10:00:51,5.79,6.0,7.13,8.5,58.38,24.12
27/03/2021 10:00:55,5.91,6.26,6.98,8.26,45.04,19.64
27/03/2021 10:00:58,6.11,6.55,7.81,9.39,55.1,27.36
27/03/2021 10:01:00,5.96,6.12,7.07,8.36,49.21,29.33
27/03/2021 10:01:01,5.26,5.78,6.98,7.73,56.84,27.32
27/03/2021 10:01:02,5.16,5.46,6.57,7.16,54.57,15.02
27/03/2021 10:01:04,4.61,5.12,5.93,6.81,55.53,24.55
27/03/2021 10:01:06,4.44,4.67,5.15,6.54,53.12,15.77
27/03/2021 10:01:08,4.03,4.45,5.08,6.09,43.55,18.86
27/03/2021 10:01:09,4.4,4.82,5.68,7.01,50.9,15.89
27/03/2021 10:01:11,4.63,5.08,6.03,6.99,59.69,24.06
27/03/2021 10:01:12,5.24,5.46,6.19,7.32,58.75,25.3
27/03/2021 10:01:14,5.42,5.61,6.27,7.85,40.86,16.72
27/03/2021 10:01:16,5.57,5.87,7.04,8.27,43.3,20.76
27/03/2021 10:01:22,5.93,6.05,7.34,8.02,42.63,21.84
27/03/2021 10:01:25,6.04,6.5,7.52,8.6,54.52,20.54
27/03/2021 10:01:30,6.15,6.67,7.46,8.7,56.36,16.82
27/03/2021 10:01:32,6.86,7.14,8.04,9.94,44.27,21.28
