Timestamp,"PM1.0 (µg/m³)","PM2.5 (µg/m³)","PM4.0 (µg/m³)","PM10.0 (µg/m³)","Humidity (%)","Temperature (°C)"
03/04/2021 10:26:31,2.61,2.86,3.48,3.95,55.49,16.31
03/04/2021 10:26:33,2.96,3.11,3.82,4.46,52.88,24.26
03/04/2021 10:26:36,3.5,3.42,3.81,5.23,50.61,16.71
03/04/2021 10:26:38,3.37,3.73,4.65,5.5,40.84,20.18
03/04/2021 10:26:41,4.05,4.05,4.77,5.93,59.37,22.61
03/04/2021 10:26:44,4.05,4.34,5.14,6.02,55.97,28.11
03/04/2021 10:26:45,4.17,4.57,5.34,6.25,45.86,22.4
03/04/2021 10:26:46,4.24,4.32,5.03,5.95,59.6,25.53
03/04/2021 10:26:49,3.83,3.91,4.69,5.97,52.04,29.89
03/04/2021 10:26:51,3.53,3.43,3.88,4.5,51.65,16.97
03/04/2021 10:26:52,3.16,3.1,3.54,4.81,54.96,19.12
03/04/2021 10:26:54,2.99,2.88,3.77,4.26,56.24,20.92
03/04/2021 10:26:56,2.34,2.44,3.35,3.57,53.13,21.33
03/04/2021 10:26:58,1.99,2.11,2.58,3.4,42.56,21.17
03/04/2021 10:27:01,2.16,1.98,2.37,3.01,46.77,28.61
03/04/2021 10:27:05,1.89,1.65,2.27,2.93,58.56,25.71
03/04/2021 10:27:12,1.65,1.28,1.69,2.47,44.49,24.12
03/04/2021 10:27:17,1.22,1.13,1.26,1.85,47.44,19.64
03/04/2021 10:27:22,0.96,0.86,1.06,1.37,48.64,27.36
03/04/2021 10:27:27,0.86,0.52,1.07,1.21,48.79,29.33
03/04/2021 10:27:32,0.93,0.84,1.39,1.91,52.26,27.32
03/04/2021 10:27:37,1.55,1.2,1.34,1.75,58.86,15.02
03/04/2021 10:27:38,1.6,1.3,1.59,2.25,44.81,24.55
03/04/2021 10:27:44,1.49,1.42,1.72,2.41,42.43,15.77
03/04/2021 10:27:47,1.35,1.08,1.66,2.06,43.95,18.86
03/04/2021 10:27:52,1.66,1.43,1.59,1.98,57.74,15.89
03/04/2021 10:27:57,1.11,1.18,1.37,2.18,52.92,24.06
03/04/2021 10:28:02,1.75,1.44,2.14,2.69,45.72,25.3
03/04/2021 10:28:03,1.83,1.75,2.05,2.44,56.32,16.72
03/04/2021 10:28:04,2.28,2.07,2.73,2.9,57.23,20.76
03/04/2021 10:28:09,2.46,2.55,2.97,4.19,56.93,21.84
03/04/2021 10:28:14,3.14,2.99,3.36,4.05,58.38,20.54
03/04/2021 10:28:16,3.22,3.36,3.87,5.14,45.04,16.82
03/04/2021 10:28:21,2.73,3.03,3.84,4.38,55.1,21.28
03/04/2021 10:28:23,3.03,2.86,3.74,3.94,49.21,26.27
03/04/2021 10:28:24,2.5,2.73,3.58,4.33,56.84,16.07
03/04/2021 10:28:28,2.38,2.47,3.0,3.61,54.57,16.2
03/04/2021 10:28:29,2.43,2.17,2.85,3.28,55.53,20.32
03/04/2021 10:28:33,2.64,2.41,2.79,3.46,53.12,29.13
03/04/2021 10:28:34,2.88,2.88,3.37,4.28,43.55,25.03
03/04/2021 10:28:41,3.21,3.22,4.17,4.33,50.9,25.18
03/04/2021 10:28:47,3.33,3.45,3.8,4.84,59.69,20.43
03/04/2021 10:28:48,3.49,3.71,4.14,5.7,58.75,23.9
03/04/2021 10:28:53,3.63,3.85,4.38,5.24,40.86,15.15
03/04/2021 10:28:55,3.92,3.98,4.4,5.77,43.3,24.54
03/04/2021 10:28:57,4.26,4.32,4.88,5.91,42.63,28.7
03/04/2021 10:28:59,4.45,4.51,5.37,6.56,54.52,24.19
03/04/2021 10:29:02,4.84,4.94,5.73,6.54,56.36,28.11
03/04/2021 10:29:05,4.78,5.26,6.41,7.71,44.27,25.86
03/04/2021 10:29:09,5.26,5.57,6.7,7.65,50.12,16.81
03/04/2021 10:29:12,5.21,5.76,6.58,7.7,56.81,28.54
03/04/2021 10:29:14,5.86,6.21,7.01,8.14,54.66,16.0
03/04/2021 10:29:15,5.57,5.94,6.8,7.87,50.84,23.01
03/04/2021 10:29:17,5.51,5.63,6.61,7.79,51.81,17.13
03/04/2021 10:29:21,4.82,5.16,5.86,7.01,50.17,15.18
03/04/2021 10:29:26,4.87,5.35,6.32,7.7,45.95,21.33
03/04/2021 10:29:28,4.67,5.11,5.91,7.03,51.3,19.43
03/04/2021 10:29:34,4.7,4.8,5.67,6.46,53.78,22.29
03/04/2021 10:29:40,4.94,5.14,5.96,7.24,57.47,23.66
03/04/2021 10:29:42,5.05,5.56,6.32,7.86,52.73,15.66
03/04/2021 10:29:43,5.36,5.91,7.16,7.83,55.22,16.85
03/04/2021 10:29:44,5.56,5.79,6.9,7.68,43.2,23.38
03/04/2021 10:29:45,5.53,6.1,6.81,7.96,49.23,20.15
03/04/2021 10:29:49,6.11,6.33,7.57,8.89,40.19,25.94
03/04/2021 10:29:54,6.31,6.62,7.62,9.2,44.93,24.78
03/04/2021 10:29:59,5.85,6.46,7.73,8.83,54.53,27.68
03/04/2021 10:30:02,6.29,6.94,8.19,9.78,59.84,25.39
03/04/2021 10:30:05,6.97,7.2,8.22,10.09,41.98,21.45
03/04/2021 10:30:09,7.01,7.58,8.35,10.38,48.03,25.09
03/04/2021 10:30:14,7.39,8.0,8.99,11.18,56.0,19.13
03/04/2021 10:30:25,7.95,8.38,9.6,11.08,44.08,19.59
03/04/2021 10:30:30,8.22,8.61,9.91,11.29,51.1,26.83
03/04/2021 10:30:34,8.6,9.01,10.09,11.96,54.66,21.7
03/04/2021 10:30:38,8.85,9.42,10.46,12.3,52.32,26.98
03/04/2021 10:30:39,9.05,9.85,11.42,13.28,43.76,27.34
03/04/2021 10:30:42,9.25,10.23,11.94,14.14,47.11,27.86
03/04/2021 10:30:44,9.78,10.43,11.84,13.59,55.68,28.75
03/04/2021 10:30:48,9.22,9.93,11.04,13.02,51.08,21.46
03/04/2021 10:30:53,9.29,10.09,11.29,13.52,40.1,19.78
03/04/2021 10:30:55,9.82,10.41,11.46,14.37,55.22,23.73
03/04/2021 10:31:00,9.61,10.62,12.32,14.09,40.71,20.57
03/04/2021 10:31:02,9.62,10.42,11.54,14.0,54.91,24.02
03/04/2021 10:31:09,9.28,10.3,11.73,13.43,44.05,25.58
03/04/2021 10:31:12,9.95,10.79,12.06,14.16,59.16,25.33
03/04/2021 10:31:16,10.18,11.28,12.8,15.55,47.36,20.62
03/04/2021 10:31:18,10.3,11.38,12.97,15.66,46.54,17.5
03/04/2021 10:31:24,9.93,10.97,12.65,14.27,42.98,21.46
03/04/2021 10:31:27,9.98,10.73,11.95,14.81,46.11,17.14
03/04/2021 10:31:29,10.35,11.09,12.21,14.99,57.53,28.35
03/04/2021 10:31:32,10.59,11.44,12.68,15.65,59.93,20.19
03/04/2021 10:31:36,11.02,11.71,13.51,15.63,47.37,17.32
03/04/2021 10:31:41,10.99,12.0,13.81,16.06,48.97,15.38
03/04/2021 10:31:42,10.94,12.0,13.62,16.04,54.44,24.69
03/04/2021 10:31:46,11.23,12.0,13.62,16.2,57.72,24.55
03/04/2021 10:31:51,10.91,12.0,13.67,15.73,51.86,20.11
03/04/2021 10:31:56,11.28,12.0,13.32,15.63,47.83,16.08
03/04/2021 10:31:58,10.69,11.87,13.7,15.71,48.25,21.14
03/04/2021 10:32:01,11.04,11.73,13.2,15.88,53.91,19.67
03/04/2021 10:32:05,10.79,11.96,13.42,15.73,40.06,25.16
03/04/2021 10:32:10,10.89,11.6,13.12,15.69,52.39,24.09
03/04/2021 10:32:11,11.03,11.96,13.19,16.42,47.11,20.47
03/04/2021 10:32:12,11.3,12.0,13.32,15.68,55.88,18.27
03/04/2021 10:32:14,10.84,12.0,13.72,16.21,41.86,29.82
03/04/2021 10:32:15,11.08,12.0,13.26,16.0,51.76,21.81
03/04/2021 10:32:21,10.96,11.64,13.23,15.91,49.62,25.32
03/04/2021 10:32:25,10.42,11.29,12.59,14.84,52.85,17.11
03/04/2021 10:32:27,10.26,11.05,12.43,14.99,41.3,22.28
03/04/2021 10:32:28,9.98,10.7,11.97,14.66,51.6,15.41
03/04/2021 10:32:29,9.72,10.55,11.85,14.57,51.23,22.58
